CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIN (ton),VALOR DE LA PRODUCCIN (pesos),VALOR PROD/SUPCOSECHADA
11,Guanajuato,29,San Diego de La UniÑn,59400,Cebolla,122,"3,019","11,147,758","91,375"
5,Coahuila,30,Saltillo,81000,Papa,87,"3,021","21,752,352","250,027"
11,Guanajuato,3,San Miguel de Allende,81900,Pastos y praderas en verde,120,"3,024","907,200","7,560"
14,Jalisco,100,Tomatlàn,73900,LimÑn,227,"3,024","14,634,339","64,468"
16,Michoacàn,84,Tangamandapio,51700,Alfalfa verde,72,"3,024","2,818,368","39,144"
12,Guerrero,37,Ixcateopan de Cuauht_moc,74900,MaÕz grano,"1,210","3,025","15,043,701","12,432"
11,Guanajuato,33,San Luis de La Paz,74900,MaÕz grano,"4,950","3,027","9,948,683","2,010"
12,Guerrero,22,Coyuca de Catalàn,76700,MelÑn,150,"3,027","12,829,455","85,530"
3,Baja California Sur,1,ComondÏ,58700,Càrtamo,"2,419","3,032","18,152,250","7,505"
8,Chihuahua,21,Delicias,57900,Camote,95,"3,033","18,199,680","192,000"
15,M_xico,125,Tonanitla,54900,Avena forrajera en verde,170,"3,035","728,280","4,284"
14,Jalisco,97,Tlajomulco de ZÏÐiga,84900,Ràbano,87,"3,035","7,419,007","85,276"
8,Chihuahua,8,Batopilas,74900,MaÕz grano,"3,613","3,035","8,494,480","2,351"
17,Morelos,6,Cuautla,54100,Arroz palay,295,"3,039","13,844,135","46,929"
16,Michoacàn,97,Turicato,58300,Semilla de caÐa de azÏcar,32,"3,040","1,337,782","41,806"
4,Campeche,7,Palizada,80300,Palma africana o de aceite,350,"3,045","3,503,486","10,010"
7,Chiapas,91,Tapilula,83900,Plàtano,296,"3,049","6,859,800","23,175"
10,Durango,38,Vicente Guerrero,90500,Trigo grano,"1,638","3,052","9,726,550","5,940"
14,Jalisco,106,Tuxcacuesco,82100,Pepino,131,"3,058","14,621,389","111,614"
15,M_xico,93,Tepetlaoxtoc,51700,Alfalfa verde,40,"3,060","1,585,355","39,634"
16,Michoacàn,35,La Huacana,76700,MelÑn,180,"3,060","16,314,971","90,639"
16,Michoacàn,107,Zacapu,54900,Avena forrajera en verde,390,"3,060","2,307,600","5,917"
13,Hidalgo,41,Mixquiahuala de Juàrez,90900,Triticale forrajero en verde,176,"3,062","1,811,685","10,294"
5,Coahuila,32,San Juan de Sabinas,86600,Rye grass en verde,129,"3,064","1,964,940","15,232"
16,Michoacàn,42,Ixtlàn,89700,Tomate rojo (jitomate),96,"3,065","13,924,997","145,052"
17,Morelos,10,Jantetelco,66100,Elote,278,"3,065","7,285,408","26,207"
8,Chihuahua,37,Juàrez,90500,Trigo grano,583,"3,067","9,199,740","15,780"
11,Guanajuato,27,Salamanca,90600,Semilla de trigo grano,874,"3,070","13,968,500","15,982"
1,Aguascalientes,5,JesÏs MarÕa,87900,Sorgo forrajero en verde,76,"3,072","1,717,090","22,593"
14,Jalisco,14,Atoyac,50600,Aguacate,356,"3,076","33,821,229","95,003"
5,Coahuila,11,General Cepeda,99200,Maguey forrajero,480,"3,078","1,600,435","3,334"
16,Michoacàn,90,Tingambato,74900,MaÕz grano,"1,400","3,080","9,988,748","7,135"
8,Chihuahua,15,Coyame del Sotol,87900,Sorgo forrajero en verde,108,"3,081","1,029,256","9,530"
10,Durango,5,Durango,55100,Avena grano,906,"3,085","14,009,640","15,463"
7,Chiapas,5,Amatàn,57100,Caf_ cereza,"2,469","3,086","12,005,940","4,863"
14,Jalisco,16,Ayotlàn,61200,Chile verde,148,"3,087","14,470,198","97,772"
12,Guerrero,48,Petatlàn,81300,Papaya,60,"3,090","14,610,597","243,510"
5,Coahuila,2,AcuÐa,54900,Avena forrajera en verde,123,"3,100","1,844,262","14,994"
7,Chiapas,65,Palenque,88100,Sorgo grano,996,"3,103","9,878,442","9,918"
13,Hidalgo,55,Santiago de Anaya,54900,Avena forrajera en verde,127,"3,104","462,022","3,638"
15,M_xico,81,Tecàmac,54900,Avena forrajera en verde,166,"3,108","861,109","5,187"
14,Jalisco,91,Teocaltiche,87900,Sorgo forrajero en verde,175,"3,114","1,907,414","10,900"
17,Morelos,6,Cuautla,91700,Verdolaga,210,"3,117","10,171,713","48,437"
1,Aguascalientes,2,Asientos,57400,Calabacita,111,"3,119","11,126,859","100,242"
13,Hidalgo,14,Calnali,58200,CaÐa de azucar,87,"3,123","1,530,099","17,689"
14,Jalisco,89,Techaluta de Montenegro,74900,MaÕz grano,607,"3,125","9,936,889","16,384"
4,Campeche,8,Tenabo,81300,Papaya,40,"3,128","9,744,663","243,617"
16,Michoacàn,64,Paràcuaro,87100,SandÕa,160,"3,128","6,556,006","40,975"
15,M_xico,25,Chalco,74700,MaÕz forrajero en verde,94,"3,130","1,238,871","13,179"
17,Morelos,20,Tepoztlàn,54900,Avena forrajera en verde,101,"3,131","2,416,412","23,925"
17,Morelos,18,Temixco,78700,Nardo (gruesa),3,"3,132","483,925","179,232"
5,Coahuila,10,Frontera,79100,Nopal,307,"3,134","1,598,580","5,207"
14,Jalisco,80,San Sebastiàn del Oeste,50500,Agave,35,"3,136","13,842,179","395,491"
15,M_xico,50,Juchitepec,89800,Tomate verde,148,"3,138","7,471,222","50,481"
15,M_xico,84,Temascalapa,54900,Avena forrajera en verde,299,"3,140","918,398","3,072"
14,Jalisco,77,San MartÕn Hidalgo,58750,Càrtamo forrajero en verde,224,"3,142","2,981,543","13,310"
12,Guerrero,40,Leonardo Bravo,65300,Durazno,719,"3,145","16,374,187","22,774"
15,M_xico,90,Tenango del Valle,66700,Espinaca,189,"3,145","9,860,865","52,174"
15,M_xico,90,Tenango del Valle,73300,Lechuga,307,"3,147","15,531,320","50,591"
17,Morelos,29,Yautepec,88100,Sorgo grano,"1,051","3,153","11,350,800","10,800"
14,Jalisco,50,Jocotepec,89700,Tomate rojo (jitomate),26,"3,154","29,528,394","1,135,707"
13,Hidalgo,62,Tepehuacàn de Guerrero,74900,MaÕz grano,"2,751","3,155","14,616,117","5,313"
15,M_xico,94,Tepetlixpa,57400,Calabacita,201,"3,156","11,607,801","57,750"
15,M_xico,97,Texcaltitlàn,63100,Col (repollo),29,"3,157","7,463,339","257,357"
5,Coahuila,4,Arteaga,89800,Tomate verde,138,"3,157","18,786,768","136,136"
11,Guanajuato,10,Coroneo,74900,MaÕz grano,"1,050","3,158","10,792,747","10,279"
14,Jalisco,4,Amacueca,81900,Pastos y praderas en verde,123,"3,160","1,166,182","9,481"
1,Aguascalientes,4,CosÕo,61200,Chile verde,170,"3,162","7,930,644","46,651"
5,Coahuila,6,CastaÐos,51700,Alfalfa verde,62,"3,162","2,055,300","33,150"
17,Morelos,15,Miacatlàn,88100,Sorgo grano,"1,373","3,169","10,995,657","8,008"
10,Durango,28,San Juan del RÕo,74900,MaÕz grano,"4,574","3,173","11,972,498","2,618"
13,Hidalgo,50,Progreso de ObregÑn,59000,Cebada forrajera en verde,108,"3,177","394,718","3,655"
13,Hidalgo,58,Tasquillo,54900,Avena forrajera en verde,95,"3,177","495,116","5,212"
7,Chiapas,46,Jiquipilas,88100,Sorgo grano,"1,592","3,184","8,599,984","5,402"
12,Guerrero,25,Cuautepec,75600,Mango,266,"3,184","11,257,313","42,321"
17,Morelos,3,Axochiapan,70200,Guaje,203,"3,187","11,477,321","56,539"
13,Hidalgo,17,Chapantongo,74500,Maguey pulquero (miles de lts.),26,"3,188","10,907,838","419,532"
11,Guanajuato,37,Silao de La Victoria,56700,BrÑcoli,216,"3,192","13,694,239","63,399"
14,Jalisco,96,Tizapàn El Alto,63100,Col (repollo),74,"3,194","6,606,704","89,280"
12,Guerrero,67,Tlapehuala,75600,Mango,260,"3,196","13,297,942","51,146"
14,Jalisco,25,Colotlàn,87900,Sorgo forrajero en verde,188,"3,196","2,093,380","11,135"
16,Michoacàn,53,Morelia,79200,Nopalitos,95,"3,200","16,000,000","168,421"
15,M_xico,98,Texcalyacac,74900,MaÕz grano,965,"3,204","11,213,300","11,620"
16,Michoacàn,42,Ixtlàn,66100,Elote,192,"3,212","9,270,608","48,284"
16,Michoacàn,57,Nocup_taro,74900,MaÕz grano,"1,644","3,216","9,674,300","5,885"
8,Chihuahua,21,Delicias,56900,Cacahuate,"1,238","3,220","31,154,209","25,155"
13,Hidalgo,73,Tlanchinol,78500,Naranja,256,"3,220","2,834,022","11,070"
12,Guerrero,56,Tecoanapa,75600,Mango,275,"3,223","8,035,341","29,219"
6,Colima,9,Tecomàn,74700,MaÕz forrajero en verde,163,"3,231","1,737,137","10,657"
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,66700,Espinaca,177,"3,239","11,917,022","67,328"
15,M_xico,92,Teotihuacàn,54900,Avena forrajera en verde,283,"3,242","917,076","3,241"
14,Jalisco,114,Villa Corona,51700,Alfalfa verde,35,"3,242","1,465,045","41,858"
17,Morelos,12,Jojutla,79800,Okra (angÏ o gombo),282,"3,245","16,401,890","58,163"
8,Chihuahua,23,Galeana,81000,Papa,102,"3,248","25,984,000","256,000"
16,Michoacàn,87,Taretan,74900,MaÕz grano,"1,475","3,253","10,588,343","7,179"
17,Morelos,2,Atlatlahucan,89800,Tomate verde,234,"3,254","18,196,904","77,698"
8,Chihuahua,47,Moris,54900,Avena forrajera en verde,340,"3,260","1,331,400","3,916"
16,Michoacàn,21,Charapan,50600,Aguacate,652,"3,260","43,161,226","66,198"
15,M_xico,27,Chapultepec,74900,MaÕz grano,715,"3,260","11,393,826","15,935"
11,Guanajuato,43,Victoria,51700,Alfalfa verde,50,"3,263","1,995,247","39,905"
14,Jalisco,96,Tizapàn El Alto,61200,Chile verde,142,"3,265","22,059,300","155,347"
7,Chiapas,70,El Porvenir,74900,MaÕz grano,"2,381","3,265","11,263,974","4,731"
14,Jalisco,27,Cuautitlàn de GarcÕa Barragàn,87100,SandÕa,59,"3,266","6,874,651","116,520"
7,Chiapas,54,Mazatàn,80300,Palma africana o de aceite,201,"3,268","4,555,801","22,722"
17,Morelos,28,Xochitepec,59400,Cebolla,136,"3,269","10,624,802","78,124"
12,Guerrero,1,Acapulco de Juàrez,89800,Tomate verde,229,"3,270","13,173,382","57,652"
6,Colima,7,Manzanillo,89800,Tomate verde,224,"3,270","21,373,995","95,420"
8,Chihuahua,19,Chihuahua,90500,Trigo grano,653,"3,272","10,684,817","16,363"
11,Guanajuato,23,P_njamo,59400,Cebolla,135,"3,275","9,901,958","73,348"
10,Durango,5,Durango,87900,Sorgo forrajero en verde,113,"3,277","1,572,960","13,920"
13,Hidalgo,18,Chapulhuacàn,57100,Caf_ cereza,"1,990","3,284","17,031,810","8,559"
5,Coahuila,28,Sabinas,81900,Pastos y praderas en verde,111,"3,286","2,136,232","19,245"
14,Jalisco,53,Lagos de Moreno,67600,Flores (gruesa),1,"3,288","1,216,560","1,216,560"
14,Jalisco,119,Zacoalco de Torres,59400,Cebolla,88,"3,289","7,173,286","81,515"
8,Chihuahua,14,Coronado,59400,Cebolla,47,"3,290","11,597,337","246,752"
7,Chiapas,107,Villa Corzo,87100,SandÕa,158,"3,291","7,189,386","45,502"
10,Durango,26,San Dimas,74900,MaÕz grano,"4,280","3,296","15,489,320","3,619"
14,Jalisco,91,Teocaltiche,74900,MaÕz grano,815,"3,297","9,501,101","11,658"
11,Guanajuato,27,Salamanca,79200,Nopalitos,150,"3,300","12,017,742","80,118"
11,Guanajuato,29,San Diego de La UniÑn,89700,Tomate rojo (jitomate),22,"3,300","13,333,616","597,920"
8,Chihuahua,19,Chihuahua,81900,Pastos y praderas en verde,110,"3,301","1,568,023","14,255"
14,Jalisco,118,Yahualica de Gonzàlez Gallo,87900,Sorgo forrajero en verde,150,"3,302","2,145,975","14,307"
13,Hidalgo,70,Tlahuelilpan,74900,MaÕz grano,421,"3,302","11,164,507","26,519"
14,Jalisco,89,Techaluta de Montenegro,88100,Sorgo grano,704,"3,304","11,295,439","16,045"
14,Jalisco,119,Zacoalco de Torres,89800,Tomate verde,201,"3,305","15,179,947","75,710"
14,Jalisco,100,Tomatlàn,89800,Tomate verde,269,"3,306","9,889,544","36,700"
15,M_xico,49,Joquicingo,50600,Aguacate,135,"3,308","36,382,500","269,500"
11,Guanajuato,33,San Luis de La Paz,68400,Frijol,"4,385","3,308","24,531,655","5,594"
12,Guerrero,14,Benito Juàrez,83900,Plàtano,186,"3,309","12,891,787","69,311"
7,Chiapas,109,YajalÑn,74900,MaÕz grano,"2,973","3,314","11,185,240","3,762"
6,Colima,10,Villa de lvarez,81300,Papaya,56,"3,315","13,123,526","234,349"
11,Guanajuato,35,Santa Cruz de Juventino Rosas,89700,Tomate rojo (jitomate),23,"3,322","12,854,200","571,298"
10,Durango,4,Cuencam_,81900,Pastos y praderas en verde,144,"3,324","1,249,500","8,677"
9,Distrito Federal,11,Tlàhuac,56700,BrÑcoli,446,"3,325","18,730,753","41,997"
15,M_xico,21,Coatepec Harinas,71100,Haba verde,779,"3,326","19,322,200","24,804"
14,Jalisco,15,Autlàn de Navarro,82100,Pepino,124,"3,328","11,001,993","88,726"
8,Chihuahua,21,Delicias,79600,Nuez,"1,752","3,329","230,731,700","131,691"
7,Chiapas,20,La Concordia,87100,SandÕa,110,"3,330","12,134,986","110,318"
10,Durango,27,San Juan de Guadalupe,92200,Zacate,308,"3,333","566,535","1,839"
15,M_xico,121,Cuautitlàn Izcalli,54900,Avena forrajera en verde,173,"3,339","971,478","5,615"
5,Coahuila,33,San Pedro,79600,Nuez,"2,473","3,339","200,333,400","81,008"
12,Guerrero,30,Florencio Villarreal,75600,Mango,247,"3,340","13,162,419","53,289"
11,Guanajuato,24,Pueblo Nuevo,74900,MaÕz grano,648,"3,342","11,481,909","17,719"
16,Michoacàn,19,Cotija,58300,Semilla de caÐa de azÏcar,38,"3,344","1,518,711","39,966"
13,Hidalgo,54,San Salvador,54900,Avena forrajera en verde,109,"3,346","556,751","5,108"
13,Hidalgo,29,Huichapan,68400,Frijol,"4,131","3,347","36,221,591","8,769"
8,Chihuahua,64,El Tule,54900,Avena forrajera en verde,186,"3,348","1,439,640","7,740"
5,Coahuila,27,Ramos Arizpe,57400,Calabacita,145,"3,351","11,393,740","78,578"
12,Guerrero,57,T_cpan de Galeana,81300,Papaya,80,"3,351","14,706,992","183,837"
7,Chiapas,17,Cintalapa,56900,Cacahuate,"2,163","3,353","27,994,628","12,943"
8,Chihuahua,61,SatevÑ,51600,Alfalfa achicalada,258,"3,354","7,664,628","29,708"
2,Baja California,1,Ensenada,59600,CebollÕn,177,"3,354","32,480,906","183,508"
11,Guanajuato,5,Apaseo El Grande,92700,Zanahoria,128,"3,356","4,216,844","32,944"
16,Michoacàn,98,Tuxpan,57400,Calabacita,154,"3,359","10,246,312","66,751"
13,Hidalgo,49,Pisaflores,57100,Caf_ cereza,"2,500","3,360","17,751,014","7,100"
14,Jalisco,2,Acatlàn de Juàrez,50500,Agave,38,"3,363","20,702,863","544,812"
17,Morelos,19,Tepalcingo,82100,Pepino,78,"3,364","15,352,134","196,822"
11,Guanajuato,17,Irapuato,59300,Semilla de cebada grano,732,"3,367","15,976,415","21,826"
6,Colima,2,Colima,54100,Arroz palay,587,"3,372","11,947,192","20,353"
13,Hidalgo,65,Tetepango,59000,Cebada forrajera en verde,140,"3,374","387,825","2,770"
6,Colima,4,Coquimatlàn,87100,SandÕa,62,"3,383","14,346,750","233,280"
11,Guanajuato,24,Pueblo Nuevo,90500,Trigo grano,752,"3,384","11,844,000","15,750"
14,Jalisco,108,Tuxpan,68100,Frambuesa,180,"3,384","70,694,163","392,745"
15,M_xico,94,Tepetlixpa,82100,Pepino,144,"3,384","10,659,600","74,025"
16,Michoacàn,90,Tingambato,54700,Ave del paraÕso (gruesa),8,"3,384","922,275","115,284"
7,Chiapas,107,Villa Corzo,81300,Papaya,35,"3,395","15,732,646","449,504"
5,Coahuila,18,Monclova,87900,Sorgo forrajero en verde,137,"3,397","1,839,508","13,476"
17,Morelos,20,Tepoztlàn,89700,Tomate rojo (jitomate),154,"3,397","15,447,491","100,504"
13,Hidalgo,15,Cardonal,59000,Cebada forrajera en verde,205,"3,403","358,808","1,750"
14,Jalisco,55,Magdalena,81900,Pastos y praderas en verde,106,"3,403","1,050,655","9,912"
9,Distrito Federal,13,Xochimilco,54900,Avena forrajera en verde,227,"3,405","2,704,115","11,912"
14,Jalisco,71,San CristÑbal de La Barranca,75600,Mango,310,"3,410","19,483,410","62,850"
1,Aguascalientes,1,Aguascalientes,79100,Nopal,96,"3,412","1,456,745","15,174"
10,Durango,33,SÏchil,51700,Alfalfa verde,38,"3,420","1,641,600","43,200"
15,M_xico,123,Luvianos,89700,Tomate rojo (jitomate),86,"3,420","29,261,002","340,244"
15,M_xico,113,Villa Guerrero,74900,MaÕz grano,"1,370","3,425","9,644,012","7,039"
1,Aguascalientes,2,Asientos,63300,Coliflor,144,"3,431","11,432,808","79,395"
6,Colima,1,ArmerÕa,75600,Mango,451,"3,435","8,857,312","19,639"
11,Guanajuato,38,Tarandacuao,57900,Camote,139,"3,435","11,643,750","83,768"
8,Chihuahua,1,Ahumada,79600,Nuez,"1,965","3,439","281,977,500","143,500"
7,Chiapas,104,Tzimol,74900,MaÕz grano,"2,014","3,443","12,731,600","6,322"
3,Baja California Sur,3,La Paz,51600,Alfalfa achicalada,210,"3,444","9,987,600","47,560"
11,Guanajuato,27,Salamanca,59400,Cebolla,143,"3,459","11,077,874","77,468"
5,Coahuila,8,Escobedo,54900,Avena forrajera en verde,131,"3,461","1,813,708","13,845"
11,Guanajuato,11,Cortazar,90600,Semilla de trigo grano,673,"3,465","15,765,750","23,426"
16,Michoacàn,47,Jungapeo,92120,Yuca alimenticia,107,"3,465","9,292,372","86,845"
15,M_xico,86,Temascaltepec,74700,MaÕz forrajero en verde,91,"3,467","1,681,544","18,479"
13,Hidalgo,21,Emiliano Zapata,59200,Cebada grano,"1,670","3,474","13,199,680","7,904"
16,Michoacàn,97,Turicato,89700,Tomate rojo (jitomate),210,"3,475","17,475,003","83,214"
13,Hidalgo,49,Pisaflores,74900,MaÕz grano,"2,132","3,475","11,676,294","5,477"
4,Campeche,2,Campeche,73900,LimÑn,430,"3,480","10,017,730","23,324"
12,Guerrero,27,Cutzamala de PinzÑn,75600,Mango,278,"3,482","13,247,000","47,737"
1,Aguascalientes,10,El Llano,54900,Avena forrajera en verde,161,"3,486","1,834,682","11,396"
15,M_xico,47,Jiquipilco,86600,Rye grass en verde,110,"3,487","2,479,780","22,543"
12,Guerrero,20,Copanatoyac,74900,MaÕz grano,"2,932","3,490","15,687,838","5,351"
13,Hidalgo,57,Singuilucan,74900,MaÕz grano,"2,182","3,491","10,648,160","4,880"
11,Guanajuato,27,Salamanca,66500,Espàrrago,354,"3,492","46,545,781","131,485"
14,Jalisco,68,Villa PurificaciÑn,58300,Semilla de caÐa de azÏcar,42,"3,495","2,177,273","51,840"
16,Michoacàn,40,Indaparapeo,90500,Trigo grano,760,"3,496","11,187,200","14,720"
7,Chiapas,86,Suchiapa,81300,Papaya,44,"3,498","10,988,757","249,744"
8,Chihuahua,7,Balleza,74900,MaÕz grano,"3,670","3,498","13,156,800","3,585"
7,Chiapas,49,Larràinzar,74900,MaÕz grano,"2,939","3,499","13,447,744","4,576"
13,Hidalgo,65,Tetepango,54900,Avena forrajera en verde,84,"3,499","421,732","5,021"
16,Michoacàn,60,Numaràn,89700,Tomate rojo (jitomate),14,"3,500","17,150,000","1,225,000"
1,Aguascalientes,11,San Francisco de Los Romo,56700,BrÑcoli,172,"3,503","16,774,467","97,526"
14,Jalisco,113,San Gabriel,59400,Cebolla,95,"3,507","19,105,137","201,107"
16,Michoacàn,17,Contepec,89800,Tomate verde,243,"3,509","14,041,085","57,782"
13,Hidalgo,48,Pachuca de Soto,59200,Cebada grano,"2,340","3,510","12,686,404","5,422"
16,Michoacàn,108,Zamora,65400,Ebo (janamargo o veza),180,"3,510","2,880,903","16,005"
5,Coahuila,33,San Pedro,87100,SandÕa,102,"3,511","8,096,750","79,380"
15,M_xico,21,Coatepec Harinas,66100,Elote,345,"3,512","10,292,988","29,835"
15,M_xico,10,Apaxco,74900,MaÕz grano,"1,371","3,512","12,339,276","9,000"
5,Coahuila,5,Candela,87900,Sorgo forrajero en verde,149,"3,515","1,896,412","12,728"
8,Chihuahua,62,Saucillo,79600,Nuez,"2,056","3,516","245,440,251","119,358"
13,Hidalgo,59,Tecozautla,61300,Chile verde morrÑn,22,"3,520","72,230,506","3,283,205"
16,Michoacàn,87,Taretan,58300,Semilla de caÐa de azÏcar,44,"3,520","2,768,304","62,916"
16,Michoacàn,74,Cojumatlàn de R_gules,63100,Col (repollo),66,"3,527","8,489,800","128,633"
17,Morelos,13,Jonacatepec,59400,Cebolla,165,"3,531","12,411,716","75,223"
16,Michoacàn,70,Pur_pero,50600,Aguacate,436,"3,531","50,136,318","115,010"
11,Guanajuato,38,Tarandacuao,68200,Fresa,130,"3,536","20,224,329","155,572"
4,Campeche,2,Campeche,81300,Papaya,116,"3,538","23,173,900","199,775"
10,Durango,3,Coneto de Comonfort,74700,MaÕz forrajero en verde,960,"3,540","1,463,104","1,524"
7,Chiapas,30,Chicomuselo,57100,Caf_ cereza,"3,202","3,542","14,899,883","4,653"
11,Guanajuato,29,San Diego de La UniÑn,92700,Zanahoria,140,"3,542","6,805,700","48,612"
15,M_xico,101,Tianguistenco,81000,Papa,143,"3,542","18,133,517","126,808"
16,Michoacàn,55,MÏgica,74900,MaÕz grano,839,"3,545","11,989,871","14,291"
5,Coahuila,9,Francisco I. Madero,76700,MelÑn,105,"3,545","15,541,280","148,012"
8,Chihuahua,45,Meoqui,79600,Nuez,"1,813","3,546","252,501,703","139,274"
6,Colima,10,Villa de lvarez,74900,MaÕz grano,944,"3,549","12,862,526","13,626"
11,Guanajuato,33,San Luis de La Paz,61200,Chile verde,320,"3,550","31,080,000","97,125"
17,Morelos,14,Mazatepec,64500,Crisantemo (gruesa),3,"3,550","610,600","244,240"
7,Chiapas,51,Mapastepec,57100,Caf_ cereza,"3,099","3,550","13,560,121","4,376"
14,Jalisco,103,Tonila,50500,Agave,45,"3,555","15,110,663","335,793"
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,54900,Avena forrajera en verde,279,"3,562","1,154,160","4,137"
14,Jalisco,57,La Manzanilla de la Paz,54900,Avena forrajera en verde,165,"3,564","1,906,686","11,556"
16,Michoacàn,44,Jim_nez,54900,Avena forrajera en verde,425,"3,566","2,490,998","5,861"
8,Chihuahua,28,Guadalupe,90500,Trigo grano,678,"3,566","10,698,840","15,780"
13,Hidalgo,4,Agua Blanca de Iturbide,74900,MaÕz grano,"2,468","3,567","10,539,398","4,271"
16,Michoacàn,62,Pajacuaràn,90500,Trigo grano,650,"3,575","13,585,000","20,900"
14,Jalisco,90,Tenamaxtlàn,50500,Agave,45,"3,582","17,631,929","391,821"
8,Chihuahua,40,Madera,75800,Manzana,180,"3,600","22,999,991","127,778"
16,Michoacàn,78,Santa Ana Maya,90500,Trigo grano,900,"3,600","12,600,000","14,000"
15,M_xico,120,Zumpango,59200,Cebada grano,"2,001","3,602","15,127,560","7,560"
14,Jalisco,4,Amacueca,88100,Sorgo grano,677,"3,602","12,279,264","18,138"
7,Chiapas,1,Acacoyagua,74900,MaÕz grano,"2,045","3,602","14,483,948","7,083"
13,Hidalgo,35,Metepec,59200,Cebada grano,"1,802","3,604","13,576,809","7,534"
12,Guerrero,12,Ayutla de Los Libres,75600,Mango,283,"3,608","8,675,643","30,656"
15,M_xico,55,Mexicaltzingo,74900,MaÕz grano,725,"3,609","13,406,618","18,492"
1,Aguascalientes,2,Asientos,65300,Durazno,164,"3,610","44,403,000","270,750"
8,Chihuahua,36,Jim_nez,81900,Pastos y praderas en verde,82,"3,623","1,125,608","13,811"
2,Baja California,2,Mexicali,50700,Ajo,386,"3,630","65,271,704","169,098"
16,Michoacàn,104,Villamar,81900,Pastos y praderas en verde,60,"3,630","3,363,268","56,054"
10,Durango,17,Ocampo,74900,MaÕz grano,"5,220","3,633","14,506,628","2,779"
14,Jalisco,14,Atoyac,50500,Agave,40,"3,635","13,777,408","344,435"
16,Michoacàn,53,Morelia,50500,Agave,73,"3,640","9,082,000","124,411"
11,Guanajuato,7,Celaya,89700,Tomate rojo (jitomate),25,"3,645","15,304,625","606,124"
16,Michoacàn,12,Buenavista,88100,Sorgo grano,"1,230","3,646","12,062,420","9,807"
8,Chihuahua,10,Buenaventura,79600,Nuez,"2,269","3,647","306,095,435","134,903"
11,Guanajuato,9,Comonfort,72400,JÕcama,140,"3,650","12,461,000","89,007"
14,Jalisco,53,Lagos de Moreno,73300,Lechuga,196,"3,651","17,310,905","88,321"
8,Chihuahua,67,Valle de Zaragoza,81900,Pastos y praderas en verde,146,"3,651","1,241,377","8,503"
16,Michoacàn,20,Cuitzeo,88100,Sorgo grano,630,"3,654","12,915,173","20,500"
14,Jalisco,42,Huejuquilla El Alto,87900,Sorgo forrajero en verde,215,"3,655","2,266,100","10,540"
11,Guanajuato,28,Salvatierra,68400,Frijol,"2,109","3,657","29,853,277","14,155"
14,Jalisco,18,La Barca,81900,Pastos y praderas en verde,127,"3,665","1,327,506","10,453"
14,Jalisco,109,UniÑn de San Antonio,90900,Triticale forrajero en verde,158,"3,666","1,136,336","7,192"
7,Chiapas,109,YajalÑn,57100,Caf_ cereza,"2,601","3,669","15,705,032","6,038"
14,Jalisco,43,La Huerta,61200,Chile verde,127,"3,670","24,063,284","190,224"
12,Guerrero,48,Petatlàn,87900,Sorgo forrajero en verde,142,"3,672","2,615,943","18,422"
8,Chihuahua,11,Camargo,89800,Tomate verde,105,"3,676","14,179,040","135,038"
14,Jalisco,122,Zapotitlàn de Vadillo,50500,Agave,50,"3,680","15,342,770","306,855"
13,Hidalgo,37,Metztitlàn,89700,Tomate rojo (jitomate),79,"3,683","32,263,160","406,849"
10,Durango,17,Ocampo,87900,Sorgo forrajero en verde,576,"3,684","1,473,680","2,558"
14,Jalisco,114,Villa Corona,88100,Sorgo grano,784,"3,685","12,218,097","15,584"
11,Guanajuato,3,San Miguel de Allende,87900,Sorgo forrajero en verde,178,"3,688","1,475,200","8,288"
1,Aguascalientes,8,San Jos_ de Gracia,74900,MaÕz grano,"2,306","3,694","12,861,863","5,578"
16,Michoacàn,112,Zitàcuaro,65300,Durazno,455,"3,705","18,898,165","41,534"
14,Jalisco,9,El Arenal,58300,Semilla de caÐa de azÏcar,38,"3,713","1,638,482","43,118"
7,Chiapas,101,Tuxtla Guti_rrez,74900,MaÕz grano,"3,082","3,717","11,807,917","3,832"
16,Michoacàn,45,Jiquilpan,59400,Cebolla,108,"3,718","10,401,600","96,311"
15,M_xico,124,San Jos_ del RincÑn,91100,Triticale grano,"1,200","3,720","14,508,000","12,090"
12,Guerrero,10,Atlixtac,74900,MaÕz grano,"3,785","3,722","16,132,858","4,262"
6,Colima,4,Coquimatlàn,88800,Tamarindo,670,"3,723","16,958,634","25,311"
16,Michoacàn,98,Tuxpan,70600,Guayaba,219,"3,726","14,071,478","64,253"
11,Guanajuato,23,P_njamo,57900,Camote,150,"3,730","11,494,680","76,631"
14,Jalisco,95,Teuchitlàn,74700,MaÕz forrajero en verde,125,"3,735","1,537,214","12,298"
14,Jalisco,4,Amacueca,56700,BrÑcoli,173,"3,736","15,879,063","91,786"
15,M_xico,21,Coatepec Harinas,74700,MaÕz forrajero en verde,112,"3,738","1,512,302","13,503"
11,Guanajuato,35,Santa Cruz de Juventino Rosas,54900,Avena forrajera en verde,176,"3,740","1,978,198","11,240"
